STAROST,POSAO,BRACNO_STANJE,OBRAZOVANJE,SREDNJE_GOD_STANJE_EUR,STAMBENI_KREDIT,LICNI_KREDIT,KONTAKT,DUZINA_RAZGOVORA_SEC,BROJ_RAZGOVORA,OROCENA_STEDNJA
34,preduzetnik,u_braku,srednje,2,da,da,mobilni,184,1,ne
48,tehnicar,u_braku,srednje,197,ne,da,mobilni,47,2,ne
34,usluge,u_braku,srednje,0,ne,da,nepoznato,193,4,ne
32,manuelni_poslovi,u_braku,srednje,1905,da,ne,mobilni,709,2,da
35,tehnicar,u_braku,visoko,118,ne,ne,mobilni,358,2,ne
39,preduzetnik,u_braku,visoko,2644,da,ne,nepoznato,253,1,ne
36,samozaposlen,u_braku,visoko,16430,da,ne,nepoznato,197,3,ne
35,tehnicar,u_braku,srednje,13,ne,ne,mobilni,94,2,ne
57,usluge,razveden(a),srednje,14,ne,da,mobilni,445,2,ne
28,tehnicar,samac,srednje,769,da,ne,mobilni,153,1,ne
43,admin.,u_braku,nepoznato,3485,ne,ne,nepoznato,113,1,ne
57,rukovodstvo,u_braku,srednje,139,ne,ne,mobilni,80,1,ne
34,usluge,razveden(a),srednje,202,da,ne,nepoznato,318,1,ne
36,tehnicar,u_braku,visoko,6,da,ne,mobilni,100,1,ne
47,rukovodstvo,razveden(a),visoko,2515,ne,ne,nepoznato,40,3,ne
36,rukovodstvo,razveden(a),visoko,5195,da,ne,nepoznato,55,25,ne
33,rukovodstvo,u_braku,visoko,2098,ne,ne,mobilni,67,1,ne
57,rukovodstvo,u_braku,visoko,320,ne,ne,mobilni,76,2,ne
57,rukovodstvo,u_braku,visoko,3431,da,ne,nepoznato,73,1,ne
34,admin.,u_braku,srednje,50,da,ne,nepoznato,89,2,ne
51,sluzavka,razveden(a),visoko,370,da,ne,mobilni,109,3,ne
54,manuelni_poslovi,razveden(a),osnevne,-182,ne,ne,mobilni,98,1,ne
52,samozaposlen,samac,visoko,1623,da,ne,nepoznato,21,17,ne
43,preduzetnik,u_braku,visoko,13342,da,ne,mobilni,465,1,ne
58,retired,samac,osnevne,6570,ne,ne,mobilni,106,3,ne
53,admin.,u_braku,srednje,225,da,ne,mobilni,304,1,ne
44,rukovodstvo,u_braku,srednje,-665,ne,ne,mobilni,342,3,ne
29,rukovodstvo,samac,visoko,0,ne,ne,nepoznato,16,25,ne
27,usluge,samac,srednje,54,da,ne,nepoznato,543,2,da
35,manuelni_poslovi,u_braku,osnevne,46,ne,ne,mobilni,338,3,ne
40,samozaposlen,u_braku,srednje,2,ne,ne,mobilni,197,5,ne
34,manuelni_poslovi,u_braku,srednje,103,da,da,nepoznato,956,2,ne
38,admin.,samac,srednje,883,da,ne,mobilni,95,1,ne
32,usluge,u_braku,srednje,55,da,ne,nepoznato,546,9,ne
41,admin.,u_braku,srednje,8238,da,da,nepoznato,124,4,ne
25,manuelni_poslovi,samac,srednje,913,da,ne,mobilni,113,4,ne
38,manuelni_poslovi,razveden(a),srednje,595,da,ne,mobilni,245,3,ne
26,tehnicar,samac,srednje,7,da,ne,mobilni,188,2,ne
37,tehnicar,samac,visoko,1661,ne,ne,mobilni,199,5,ne
30,rukovodstvo,u_braku,visoko,102,da,ne,mobilni,470,7,da
36,usluge,u_braku,srednje,338,ne,ne,nepoznato,90,1,ne
33,rukovodstvo,u_braku,srednje,3132,da,ne,nepoznato,350,5,ne
33,admin.,samac,visoko,490,da,ne,mobilni,31,1,ne
35,rukovodstvo,u_braku,visoko,2682,da,ne,mobilni,156,1,ne
24,usluge,u_braku,visoko,0,da,ne,nepoznato,299,1,ne
29,nezaposlen,u_braku,srednje,596,ne,ne,mobilni,510,2,ne
54,manuelni_poslovi,u_braku,srednje,2059,da,ne,mobilni,177,4,ne
27,admin.,u_braku,srednje,132,ne,ne,mobilni,123,2,ne
34,rukovodstvo,u_braku,srednje,0,ne,ne,mobilni,270,1,ne
39,manuelni_poslovi,u_braku,osnevne,385,da,ne,nepoznato,225,4,ne
38,rukovodstvo,u_braku,visoko,223,ne,ne,mobilni,63,1,ne
37,rukovodstvo,u_braku,visoko,0,da,ne,nepoznato,247,13,ne
26,usluge,samac,srednje,512,da,da,mobilni,206,5,ne
36,preduzetnik,u_braku,visoko,1169,da,ne,nepoznato,168,2,ne
35,rukovodstvo,samac,visoko,71,da,ne,nepoznato,836,12,ne
30,rukovodstvo,samac,visoko,940,ne,ne,mobilni,131,2,ne
25,tehnicar,samac,srednje,-80,da,da,nepoznato,89,1,ne
34,tehnicar,u_braku,srednje,0,da,ne,mobilni,116,4,ne
52,nepoznato,u_braku,nepoznato,1317,ne,ne,nepoznato,58,1,ne
39,admin.,u_braku,srednje,179,ne,ne,nepoznato,36,1,ne
34,rukovodstvo,u_braku,srednje,1007,da,ne,mobilni,240,2,ne
34,rukovodstvo,samac,srednje,0,ne,ne,mobilni,132,4,ne
30,usluge,u_braku,srednje,1286,da,da,mobilni,544,1,ne
33,usluge,u_braku,srednje,804,da,da,nepoznato,266,1,ne
30,student,samac,srednje,4,ne,ne,mobilni,443,2,ne
51,manuelni_poslovi,u_braku,osnevne,0,da,ne,mobilni,324,1,ne
36,usluge,samac,srednje,417,da,ne,mobilni,15,10,ne
48,manuelni_poslovi,u_braku,osnevne,1678,ne,ne,mobilni,263,2,ne
37,usluge,razveden(a),srednje,532,da,ne,nepoznato,199,1,ne
58,rukovodstvo,u_braku,srednje,407,da,ne,mobilni,145,2,ne
56,rukovodstvo,razveden(a),visoko,659,ne,da,mobilni,56,1,ne
34,manuelni_poslovi,u_braku,srednje,393,da,ne,mobilni,11,9,ne
33,admin.,razveden(a),srednje,661,da,ne,mobilni,411,1,ne
26,usluge,samac,srednje,0,ne,ne,mobilni,165,23,ne
40,rukovodstvo,samac,nepoznato,838,da,ne,nepoznato,619,3,ne
35,usluge,u_braku,srednje,195,da,ne,mobilni,203,1,ne
45,preduzetnik,u_braku,srednje,68,da,ne,nepoznato,254,1,ne
37,tehnicar,samac,srednje,-242,da,ne,mobilni,1149,6,da
35,rukovodstvo,razveden(a),visoko,321,da,ne,nepoznato,189,1,ne
43,usluge,samac,srednje,3403,da,ne,mobilni,707,2,da
28,manuelni_poslovi,u_braku,srednje,8,da,ne,mobilni,196,1,ne
32,manuelni_poslovi,razveden(a),srednje,739,da,ne,nepoznato,171,1,ne
26,nezaposlen,samac,srednje,622,ne,ne,mobilni,1451,2,da
35,usluge,u_braku,srednje,152,da,ne,nepoznato,563,1,da
35,tehnicar,samac,srednje,2,ne,ne,mobilni,239,4,ne
39,manuelni_poslovi,u_braku,srednje,1439,da,ne,fiksni,73,6,ne
42,manuelni_poslovi,razveden(a),srednje,1491,da,ne,mobilni,203,2,ne
32,tehnicar,samac,srednje,6402,da,ne,mobilni,158,1,ne
30,nezaposlen,u_braku,srednje,1210,ne,ne,mobilni,100,4,ne
26,rukovodstvo,samac,visoko,122,ne,da,mobilni,160,1,ne
30,student,samac,srednje,0,da,ne,mobilni,661,1,ne
32,rukovodstvo,u_braku,visoko,62,da,ne,mobilni,166,1,ne
47,usluge,u_braku,srednje,3333,da,da,mobilni,114,2,ne
33,tehnicar,u_braku,visoko,16992,da,ne,nepoznato,58,1,ne
57,manuelni_poslovi,u_braku,osnevne,23,da,ne,fiksni,25,8,ne
35,admin.,u_braku,srednje,0,da,ne,mobilni,121,2,ne
53,tehnicar,u_braku,visoko,6072,ne,da,nepoznato,226,4,ne
24,retired,samac,srednje,366,ne,da,nepoznato,234,2,ne
54,rukovodstvo,razveden(a),visoko,0,ne,da,mobilni,88,1,ne
31,rukovodstvo,u_braku,visoko,1343,da,da,nepoznato,85,1,ne
41,preduzetnik,u_braku,srednje,2105,da,ne,mobilni,134,1,ne
44,nepoznato,u_braku,srednje,2319,ne,ne,mobilni,251,3,ne
35,usluge,samac,srednje,35,da,ne,mobilni,152,1,ne
30,rukovodstvo,u_braku,visoko,877,ne,ne,mobilni,202,1,ne
43,manuelni_poslovi,samac,osnevne,30,da,ne,nepoznato,379,17,ne
51,preduzetnik,u_braku,srednje,-2082,ne,da,mobilni,123,6,ne
60,retired,u_braku,srednje,89,ne,ne,mobilni,156,2,ne
43,samozaposlen,u_braku,srednje,104,ne,ne,nepoznato,332,1,ne
31,rukovodstvo,u_braku,visoko,1750,da,ne,fiksni,90,3,ne
56,rukovodstvo,u_braku,osnevne,772,da,ne,fiksni,291,1,ne
42,tehnicar,u_braku,srednje,1048,da,ne,fiksni,23,2,ne
52,preduzetnik,u_braku,osnevne,592,ne,ne,mobilni,122,2,ne
40,tehnicar,u_braku,srednje,0,da,da,mobilni,105,2,ne
36,usluge,u_braku,srednje,3064,da,ne,fiksni,1143,4,ne
40,usluge,u_braku,osnevne,33,ne,ne,nepoznato,70,3,ne
46,manuelni_poslovi,u_braku,srednje,0,da,ne,mobilni,264,2,ne
32,admin.,samac,srednje,1649,ne,ne,mobilni,204,2,ne
31,sluzavka,samac,visoko,287,da,ne,mobilni,182,1,ne
41,tehnicar,razveden(a),srednje,0,da,ne,mobilni,386,2,ne
58,sluzavka,u_braku,osnevne,419,ne,da,nepoznato,295,3,ne
36,usluge,u_braku,srednje,257,da,ne,mobilni,86,2,ne
52,tehnicar,u_braku,srednje,118,ne,ne,mobilni,16,20,ne
42,rukovodstvo,u_braku,visoko,251,ne,ne,mobilni,413,2,ne
32,rukovodstvo,samac,visoko,1731,da,da,nepoznato,323,3,ne
62,rukovodstvo,u_braku,visoko,0,ne,ne,mobilni,78,3,ne
31,tehnicar,samac,visoko,23,ne,ne,mobilni,121,3,ne
41,manuelni_poslovi,samac,srednje,-386,ne,da,mobilni,477,1,da
34,samozaposlen,u_braku,visoko,5498,ne,ne,mobilni,265,1,ne
44,rukovodstvo,samac,visoko,5063,ne,ne,mobilni,418,2,da
42,manuelni_poslovi,u_braku,osnevne,7041,da,ne,mobilni,386,4,ne
37,preduzetnik,samac,srednje,654,ne,ne,nepoznato,594,2,ne
47,rukovodstvo,u_braku,visoko,1890,ne,ne,mobilni,161,1,ne
32,nezaposlen,u_braku,srednje,2400,da,da,mobilni,450,3,ne
46,manuelni_poslovi,u_braku,srednje,519,da,ne,mobilni,217,6,ne
39,tehnicar,samac,visoko,1190,ne,ne,mobilni,136,1,ne
28,usluge,samac,srednje,229,da,ne,nepoznato,322,1,ne
26,student,samac,srednje,203,ne,ne,mobilni,104,1,ne
52,tehnicar,u_braku,srednje,1818,ne,da,mobilni,189,2,ne
42,nezaposlen,u_braku,srednje,1289,ne,ne,mobilni,250,4,da
33,tehnicar,razveden(a),visoko,39,ne,ne,mobilni,123,5,ne
73,retired,u_braku,osnevne,796,ne,ne,mobilni,427,1,da
35,admin.,samac,srednje,57,ne,da,mobilni,632,2,ne
40,rukovodstvo,u_braku,visoko,1548,da,ne,mobilni,101,3,ne
51,tehnicar,u_braku,srednje,117,ne,ne,mobilni,467,2,da
37,admin.,samac,srednje,0,da,ne,mobilni,640,2,ne
39,rukovodstvo,u_braku,visoko,691,da,da,mobilni,517,1,ne
28,manuelni_poslovi,u_braku,srednje,64,da,ne,nepoznato,160,3,ne
49,tehnicar,razveden(a),visoko,0,da,ne,mobilni,177,3,ne
36,admin.,u_braku,srednje,957,da,ne,nepoznato,206,1,ne
45,tehnicar,u_braku,srednje,118,da,ne,nepoznato,208,2,ne
29,tehnicar,samac,visoko,218,da,ne,mobilni,169,1,ne
35,rukovodstvo,u_braku,srednje,724,da,ne,mobilni,287,2,da
35,sluzavka,u_braku,visoko,20,da,da,mobilni,505,3,ne
30,manuelni_poslovi,u_braku,srednje,-28,da,ne,mobilni,284,2,ne
46,manuelni_poslovi,u_braku,osnevne,665,ne,ne,mobilni,89,4,ne
25,student,samac,visoko,5,ne,ne,mobilni,138,1,ne
36,rukovodstvo,u_braku,visoko,925,ne,ne,mobilni,321,3,da
42,manuelni_poslovi,u_braku,osnevne,2519,da,ne,nepoznato,262,4,ne
57,admin.,u_braku,srednje,3927,ne,ne,mobilni,61,1,ne
42,rukovodstvo,razveden(a),visoko,401,da,ne,mobilni,217,9,ne
29,rukovodstvo,u_braku,visoko,581,da,da,mobilni,192,2,ne
36,tehnicar,u_braku,visoko,1327,ne,ne,mobilni,174,2,ne
31,nezaposlen,u_braku,srednje,3242,ne,ne,nepoznato,292,2,ne
59,tehnicar,u_braku,osnevne,3163,da,ne,nepoznato,240,2,ne
50,nezaposlen,razveden(a),srednje,32,ne,ne,mobilni,282,2,ne
47,admin.,u_braku,srednje,310,da,da,fiksni,128,6,ne
46,sluzavka,u_braku,osnevne,0,ne,ne,fiksni,161,1,ne
26,manuelni_poslovi,samac,osnevne,155,da,ne,mobilni,291,1,ne
31,usluge,samac,srednje,11386,da,ne,mobilni,356,1,ne
30,usluge,u_braku,visoko,1380,da,ne,nepoznato,294,2,ne
47,manuelni_poslovi,samac,nepoznato,2443,ne,ne,nepoznato,422,1,ne
23,tehnicar,samac,visoko,1129,da,ne,nepoznato,806,1,da
44,nezaposlen,samac,osnevne,4232,ne,ne,nepoznato,227,1,ne
42,samozaposlen,u_braku,srednje,5564,ne,ne,mobilni,560,2,ne
32,usluge,samac,srednje,-402,da,ne,mobilni,135,1,ne
28,admin.,samac,srednje,1323,da,ne,nepoznato,361,1,ne
57,retired,u_braku,osnevne,1623,da,da,mobilni,246,1,ne
38,tehnicar,u_braku,visoko,1042,da,ne,mobilni,419,2,ne
22,student,samac,srednje,2488,ne,ne,mobilni,449,2,da
54,admin.,u_braku,srednje,865,da,ne,mobilni,71,1,ne
32,tehnicar,u_braku,visoko,-1053,da,ne,mobilni,357,3,ne
32,rukovodstvo,u_braku,visoko,1667,da,ne,mobilni,164,2,ne
59,admin.,razveden(a),srednje,975,da,ne,nepoznato,263,4,ne
45,tehnicar,u_braku,srednje,2571,ne,ne,nepoznato,146,2,ne
53,nepoznato,u_braku,osnevne,732,ne,ne,mobilni,759,2,da
50,admin.,razveden(a),srednje,769,ne,ne,mobilni,72,2,ne
34,tehnicar,u_braku,srednje,-136,da,da,mobilni,131,2,ne
35,admin.,razveden(a),srednje,3636,ne,da,mobilni,808,2,da
30,rukovodstvo,u_braku,visoko,931,ne,ne,mobilni,1183,1,ne
62,sluzavka,u_braku,srednje,565,ne,ne,mobilni,123,3,ne
40,manuelni_poslovi,u_braku,srednje,271,da,ne,nepoznato,483,2,ne
26,samozaposlen,samac,visoko,1153,ne,ne,mobilni,238,3,ne
34,rukovodstvo,u_braku,visoko,-73,da,ne,mobilni,90,1,ne
50,nepoznato,u_braku,nepoznato,558,ne,ne,mobilni,464,1,da
31,nepoznato,razveden(a),visoko,137,ne,ne,mobilni,385,9,ne
35,tehnicar,u_braku,srednje,700,da,ne,nepoznato,240,2,ne
55,retired,u_braku,osnevne,-966,ne,da,mobilni,104,1,ne
34,admin.,u_braku,srednje,96,ne,ne,mobilni,109,2,ne
58,retired,u_braku,osnevne,4007,ne,ne,mobilni,598,4,ne
50,rukovodstvo,samac,visoko,567,da,ne,nepoznato,274,8,ne
31,tehnicar,samac,srednje,40,ne,ne,mobilni,123,2,ne
47,admin.,razveden(a),srednje,136,ne,da,mobilni,70,1,ne
38,samozaposlen,samac,visoko,917,da,ne,nepoznato,260,1,ne
46,rukovodstvo,samac,visoko,593,da,ne,mobilni,190,3,ne
42,manuelni_poslovi,u_braku,osnevne,505,da,ne,nepoznato,521,2,ne
34,manuelni_poslovi,u_braku,srednje,2542,da,ne,mobilni,228,1,ne
37,rukovodstvo,u_braku,visoko,5355,ne,ne,fiksni,466,4,da
38,student,samac,visoko,807,ne,ne,mobilni,74,2,ne
59,retired,u_braku,srednje,9976,da,ne,nepoznato,57,2,ne
32,admin.,u_braku,srednje,0,ne,ne,mobilni,119,3,ne
55,rukovodstvo,u_braku,visoko,540,ne,ne,mobilni,124,2,ne
35,manuelni_poslovi,u_braku,srednje,280,da,da,mobilni,65,50,ne
56,rukovodstvo,razveden(a),visoko,-59,ne,da,mobilni,127,6,ne
27,admin.,u_braku,srednje,-517,da,ne,mobilni,172,3,ne
42,nezaposlen,samac,srednje,2613,da,ne,mobilni,174,6,ne
42,student,u_braku,nepoznato,-7,ne,ne,fiksni,41,6,ne
41,manuelni_poslovi,u_braku,osnevne,0,da,ne,nepoznato,232,3,ne
53,retired,razveden(a),srednje,-200,ne,da,nepoznato,161,1,ne
67,retired,u_braku,osnevne,2301,ne,ne,mobilni,124,1,ne
53,sluzavka,u_braku,osnevne,104,ne,da,nepoznato,701,1,da
33,manuelni_poslovi,u_braku,osnevne,191,da,ne,nepoznato,162,2,ne
31,tehnicar,samac,nepoznato,694,da,ne,nepoznato,431,2,ne
31,admin.,u_braku,srednje,212,da,ne,mobilni,191,3,ne
30,rukovodstvo,u_braku,visoko,1882,da,ne,mobilni,249,5,ne
48,manuelni_poslovi,u_braku,nepoznato,131,da,ne,nepoznato,189,1,ne
30,tehnicar,samac,srednje,175,ne,ne,mobilni,167,4,ne
43,tehnicar,samac,visoko,0,ne,ne,mobilni,73,4,ne
38,rukovodstvo,razveden(a),visoko,4425,da,ne,nepoznato,162,1,ne
46,nezaposlen,u_braku,srednje,3533,da,ne,mobilni,235,2,ne
59,manuelni_poslovi,razveden(a),srednje,3573,ne,ne,mobilni,44,1,ne
44,rukovodstvo,razveden(a),visoko,476,da,da,nepoznato,127,2,ne
35,manuelni_poslovi,u_braku,srednje,1257,da,ne,mobilni,93,3,ne
55,manuelni_poslovi,u_braku,nepoznato,23,ne,ne,mobilni,143,1,ne
39,rukovodstvo,samac,visoko,0,da,ne,mobilni,81,2,ne
36,usluge,samac,srednje,398,da,da,nepoznato,77,2,ne
33,manuelni_poslovi,u_braku,srednje,745,da,ne,nepoznato,115,4,ne
48,rukovodstvo,samac,visoko,8106,ne,ne,nepoznato,125,1,ne
33,rukovodstvo,samac,visoko,0,ne,ne,mobilni,53,4,ne
67,retired,u_braku,nepoznato,696,ne,ne,fiksni,77,2,ne
48,nezaposlen,razveden(a),srednje,1266,da,ne,fiksni,45,1,ne
57,rukovodstvo,u_braku,visoko,2416,ne,ne,mobilni,74,2,ne
31,sluzavka,u_braku,osnevne,25,ne,ne,mobilni,169,5,ne
30,student,samac,visoko,7513,ne,ne,mobilni,269,2,ne
56,preduzetnik,razveden(a),osnevne,29,ne,ne,mobilni,52,2,ne
26,manuelni_poslovi,u_braku,osnevne,5116,da,ne,mobilni,246,3,ne
44,rukovodstvo,u_braku,srednje,-1746,da,ne,nepoznato,218,1,ne
44,tehnicar,razveden(a),srednje,14,ne,ne,mobilni,167,1,da
31,rukovodstvo,u_braku,visoko,4148,da,ne,mobilni,316,3,da
47,samozaposlen,u_braku,nepoznato,14,da,ne,mobilni,142,1,ne
30,admin.,samac,srednje,105,da,ne,mobilni,75,1,ne
37,rukovodstvo,u_braku,visoko,767,ne,da,mobilni,204,1,ne
56,admin.,razveden(a),osnevne,0,ne,da,mobilni,542,1,ne
43,rukovodstvo,samac,srednje,-228,da,da,nepoznato,122,2,ne
42,usluge,u_braku,srednje,508,da,ne,nepoznato,70,1,ne
60,rukovodstvo,u_braku,srednje,725,da,ne,mobilni,266,1,ne
34,manuelni_poslovi,u_braku,nepoznato,41,da,ne,mobilni,34,9,ne
34,rukovodstvo,samac,visoko,184,ne,ne,mobilni,203,4,ne
41,rukovodstvo,u_braku,visoko,251,ne,da,nepoznato,85,3,ne
38,rukovodstvo,razveden(a),srednje,-17,ne,ne,mobilni,11,4,ne
23,usluge,u_braku,srednje,-19,da,ne,nepoznato,13,10,ne
33,rukovodstvo,u_braku,visoko,1064,da,ne,mobilni,562,1,da
36,manuelni_poslovi,u_braku,srednje,777,da,ne,mobilni,185,3,ne
49,nezaposlen,u_braku,visoko,377,ne,ne,mobilni,158,1,ne
34,admin.,razveden(a),srednje,479,da,ne,mobilni,515,1,da
40,tehnicar,razveden(a),srednje,-375,da,ne,mobilni,60,5,ne
72,retired,u_braku,osnevne,796,ne,ne,mobilni,173,2,ne
43,tehnicar,u_braku,srednje,17,da,ne,nepoznato,353,4,ne
44,manuelni_poslovi,u_braku,srednje,1071,da,ne,mobilni,143,3,ne
35,admin.,u_braku,srednje,0,da,ne,mobilni,18,5,ne
46,admin.,razveden(a),srednje,7378,ne,ne,mobilni,466,1,ne
55,admin.,u_braku,srednje,865,da,ne,mobilni,85,1,ne
50,tehnicar,razveden(a),srednje,-701,da,da,mobilni,148,1,ne
23,manuelni_poslovi,samac,nepoznato,817,da,ne,mobilni,123,1,ne
34,student,u_braku,nepoznato,1387,ne,ne,mobilni,121,1,ne
40,manuelni_poslovi,u_braku,srednje,0,da,da,nepoznato,245,3,ne
61,retired,u_braku,srednje,2917,ne,ne,mobilni,215,1,da
53,tehnicar,u_braku,srednje,4541,da,ne,nepoznato,190,6,ne
57,tehnicar,u_braku,srednje,0,ne,ne,nepoznato,44,1,ne
28,manuelni_poslovi,u_braku,srednje,4287,ne,ne,mobilni,171,1,ne
25,admin.,u_braku,srednje,242,da,ne,mobilni,62,12,ne
38,manuelni_poslovi,u_braku,srednje,171,da,da,nepoznato,172,1,ne
27,usluge,samac,srednje,259,da,ne,nepoznato,78,10,ne
45,manuelni_poslovi,u_braku,srednje,827,da,ne,nepoznato,319,5,ne
31,usluge,samac,srednje,469,ne,da,mobilni,111,1,ne
39,manuelni_poslovi,u_braku,osnevne,2226,da,ne,nepoznato,158,1,ne
42,tehnicar,u_braku,srednje,0,ne,ne,mobilni,82,12,ne
46,rukovodstvo,u_braku,visoko,477,da,ne,nepoznato,128,6,ne
36,usluge,u_braku,srednje,42,da,ne,nepoznato,102,4,ne
30,rukovodstvo,samac,visoko,775,da,ne,nepoznato,124,2,ne
32,manuelni_poslovi,u_braku,srednje,9,da,ne,mobilni,334,2,ne
52,tehnicar,u_braku,visoko,2557,ne,ne,mobilni,134,5,da
31,rukovodstvo,u_braku,visoko,2395,ne,ne,mobilni,218,1,ne
60,rukovodstvo,u_braku,osnevne,4895,ne,ne,nepoznato,313,1,ne
35,manuelni_poslovi,samac,srednje,376,da,da,nepoznato,207,3,ne
38,rukovodstvo,u_braku,visoko,389,da,ne,nepoznato,262,1,ne
46,rukovodstvo,razveden(a),visoko,134,ne,ne,mobilni,134,2,ne
45,preduzetnik,razveden(a),visoko,1273,da,da,nepoznato,197,3,ne
59,usluge,u_braku,srednje,0,da,ne,mobilni,214,3,ne
34,rukovodstvo,u_braku,visoko,2892,da,da,mobilni,1165,7,ne
33,tehnicar,razveden(a),srednje,0,da,ne,mobilni,177,2,ne
46,rukovodstvo,samac,srednje,295,da,ne,nepoznato,141,6,ne
48,admin.,u_braku,srednje,292,da,da,mobilni,164,6,ne
31,usluge,samac,srednje,85,ne,ne,mobilni,151,1,ne
32,tehnicar,u_braku,srednje,4,ne,ne,mobilni,145,2,ne
35,manuelni_poslovi,razveden(a),osnevne,-587,da,ne,nepoznato,111,1,ne
36,manuelni_poslovi,samac,osnevne,367,ne,ne,mobilni,217,1,ne
52,rukovodstvo,u_braku,visoko,-1224,da,ne,mobilni,253,4,ne
45,rukovodstvo,razveden(a),visoko,959,ne,ne,nepoznato,74,1,ne
34,rukovodstvo,u_braku,visoko,0,ne,ne,mobilni,263,2,ne
25,manuelni_poslovi,u_braku,osnevne,-589,da,ne,nepoznato,233,1,ne
26,rukovodstvo,samac,visoko,-8,ne,ne,mobilni,402,2,ne
57,rukovodstvo,u_braku,nepoznato,0,ne,ne,mobilni,585,1,ne
48,rukovodstvo,u_braku,osnevne,247,da,da,nepoznato,145,1,ne
48,tehnicar,u_braku,nepoznato,5543,ne,ne,nepoznato,143,5,ne
32,manuelni_poslovi,u_braku,osnevne,642,ne,da,mobilni,524,1,ne
58,retired,u_braku,srednje,11,ne,ne,mobilni,270,1,ne
57,rukovodstvo,u_braku,osnevne,-226,da,ne,nepoznato,272,1,ne
31,preduzetnik,u_braku,visoko,5191,ne,ne,mobilni,187,2,ne
33,manuelni_poslovi,samac,srednje,-320,ne,ne,mobilni,268,2,ne
53,preduzetnik,u_braku,visoko,2289,da,da,mobilni,183,1,ne
36,admin.,u_braku,srednje,725,da,ne,mobilni,123,3,ne
32,tehnicar,samac,visoko,705,da,ne,mobilni,20,4,ne
45,manuelni_poslovi,u_braku,srednje,776,da,ne,mobilni,232,4,ne
35,nezaposlen,u_braku,visoko,816,da,ne,mobilni,547,7,ne
41,usluge,u_braku,srednje,171,ne,ne,mobilni,71,9,ne
54,usluge,u_braku,srednje,812,ne,ne,mobilni,113,6,ne
49,usluge,u_braku,srednje,823,ne,ne,mobilni,780,4,da
28,tehnicar,samac,srednje,1453,da,ne,mobilni,246,1,ne
24,manuelni_poslovi,samac,nepoznato,431,da,ne,nepoznato,108,12,ne
30,admin.,samac,srednje,1009,da,ne,mobilni,253,1,ne
32,samozaposlen,u_braku,osnevne,286,da,ne,mobilni,175,1,ne
53,preduzetnik,u_braku,visoko,22370,da,ne,nepoznato,106,1,ne
42,manuelni_poslovi,u_braku,osnevne,2111,da,ne,mobilni,86,2,ne
48,manuelni_poslovi,u_braku,osnevne,5366,da,ne,nepoznato,248,3,ne
33,tehnicar,u_braku,srednje,181,da,da,fiksni,265,2,ne
31,manuelni_poslovi,razveden(a),srednje,-452,da,ne,nepoznato,182,5,ne
56,nezaposlen,razveden(a),osnevne,1770,ne,ne,mobilni,916,3,ne
58,retired,u_braku,osnevne,0,ne,ne,mobilni,506,1,ne
37,admin.,samac,srednje,-296,da,ne,mobilni,81,1,ne
59,rukovodstvo,u_braku,osnevne,2358,da,ne,mobilni,30,1,ne
50,rukovodstvo,samac,visoko,1200,ne,ne,mobilni,904,3,da
39,sluzavka,samac,osnevne,109,da,ne,nepoznato,699,3,ne
30,tehnicar,u_braku,srednje,616,da,ne,mobilni,19,1,ne
47,usluge,razveden(a),srednje,4906,da,ne,nepoznato,389,1,ne
44,samozaposlen,u_braku,srednje,313,ne,ne,mobilni,211,4,ne
38,manuelni_poslovi,u_braku,osnevne,290,da,ne,mobilni,283,1,ne
50,rukovodstvo,u_braku,visoko,1240,ne,ne,mobilni,474,2,ne
27,admin.,samac,visoko,3672,da,ne,mobilni,157,2,ne
73,retired,u_braku,srednje,19,ne,ne,mobilni,509,2,ne
46,manuelni_poslovi,u_braku,osnevne,143,da,ne,nepoznato,279,1,ne
56,retired,razveden(a),srednje,212,ne,da,fiksni,27,1,ne
36,rukovodstvo,u_braku,visoko,9,ne,ne,mobilni,386,4,da
33,manuelni_poslovi,u_braku,osnevne,3074,ne,ne,mobilni,679,1,ne
40,rukovodstvo,u_braku,visoko,1734,da,ne,nepoznato,169,1,ne
52,rukovodstvo,u_braku,visoko,575,ne,ne,nepoznato,315,1,ne
51,manuelni_poslovi,u_braku,srednje,397,da,ne,mobilni,293,2,ne
33,manuelni_poslovi,u_braku,srednje,640,da,ne,mobilni,439,3,ne
54,usluge,u_braku,srednje,158,da,ne,nepoznato,198,1,ne
44,rukovodstvo,u_braku,srednje,2984,da,ne,nepoznato,770,2,ne
50,preduzetnik,u_braku,srednje,1011,da,ne,fiksni,340,2,ne
45,manuelni_poslovi,samac,srednje,0,da,ne,mobilni,1472,1,da
36,rukovodstvo,u_braku,visoko,1133,da,ne,mobilni,293,1,da
42,tehnicar,u_braku,srednje,4945,da,ne,mobilni,311,2,da
37,tehnicar,u_braku,srednje,712,da,ne,mobilni,291,2,ne
28,usluge,samac,srednje,-427,da,da,nepoznato,965,2,ne
56,admin.,u_braku,srednje,2146,ne,da,nepoznato,594,1,ne
59,admin.,u_braku,srednje,92,da,ne,mobilni,139,2,ne
32,nezaposlen,u_braku,srednje,10,da,ne,nepoznato,501,4,ne
57,retired,u_braku,osnevne,1238,da,ne,mobilni,274,1,ne
49,admin.,samac,srednje,981,da,ne,fiksni,10,3,ne
